enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,job_stability,low_experience,recent_job_change,high_experience
21912,city_7,0.647,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,2,Unknown,0,59,0.0,0.0,0,1,0
4935,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,2,144,1.0,0.09090909090909091,0,0,1
28800,city_150,0.698,Unknown,No relevent experience,no_enrollment,Graduate,STEM,14,5,Public Sector,1,80,0.0,0.06666666666666667,0,1,1
3426,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,5,Pvt Ltd,5,12,0.0,0.4166666666666667,0,0,1
8385,city_136,0.897,Unknown,No relevent experience,Full time course,High School,STEM,4,2,Unknown,1,150,0.0,0.2,0,1,0
22550,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5,Pvt Ltd,3,44,1.0,0.5,0,0,0
2191,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,Early Stage Startup,1,53,0.0,0.09090909090909091,0,1,1
981,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,7,Pvt Ltd,2,54,0.0,0.15384615384615385,0,0,1
26626,city_102,0.804,Unknown,Has relevent experience,Part time course,Graduate,STEM,8,1,Pvt Ltd,1,17,0.0,0.1111111111111111,0,1,0
20495,city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,1,2,Unknown,0,138,1.0,0.0,1,1,0
11328,city_128,0.527,Male,No relevent experience,Part time course,High School,STEM,1,2,Unknown,0,78,1.0,0.0,1,1,0
23380,city_90,0.698,Unknown,No relevent experience,no_enrollment,Masters,STEM,8,2,Unknown,4,4,0.0,0.4444444444444444,0,0,0
20379,city_21,0.624,Unknown,Has relevent experience,Part time course,Graduate,STEM,3,1,Pvt Ltd,3,39,0.0,0.75,0,0,0
30941,city_20,0.7959999999999999,Male,No relevent experience,Full time course,High School,STEM,3,1,Pvt Ltd,1,12,1.0,0.25,0,1,0
22449,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,2,Unknown,0,15,0.0,0.0,0,1,0
1030,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,21,7,Pvt Ltd,5,164,0.0,0.22727272727272727,0,0,1
20599,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,5,Pvt Ltd,2,45,0.0,0.2222222222222222,0,0,0
9249,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1,Pvt Ltd,2,90,0.0,0.09090909090909091,0,0,1
18433,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,5,Pvt Ltd,2,65,0.0,0.2857142857142857,0,0,0
25017,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,4,Pvt Ltd,1,7,0.0,0.05,0,1,1
23703,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,6,2,Unknown,1,31,0.0,0.14285714285714285,0,1,0
13755,city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,Other,3,2,Unknown,1,43,1.0,0.25,0,1,0
19566,city_139,0.487,Male,No relevent experience,no_enrollment,Graduate,STEM,2,2,Unknown,1,96,1.0,0.3333333333333333,1,1,0
21874,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,1,2,Unknown,0,30,1.0,0.0,1,1,0
11256,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5,Pvt Ltd,5,81,0.0,0.25,0,0,1
1867,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,0,Pvt Ltd,1,50,1.0,0.3333333333333333,1,1,0
22017,city_21,0.624,Unknown,No relevent experience,Full time course,High School,STEM,3,2,Unknown,0,72,1.0,0.0,0,1,0
1787,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3,Pvt Ltd,2,17,0.0,0.4,0,0,0
30945,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5,Pvt Ltd,1,28,1.0,0.16666666666666666,0,1,0
2735,city_100,0.887,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,1,0,Funded Startup,1,154,0.0,0.5,1,1,0
2027,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,0,2,Unknown,1,167,0.0,1.0,1,1,0
11847,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,12,2,Pvt Ltd,1,116,0.0,0.07692307692307693,0,1,1
4921,city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,STEM,6,2,Unknown,0,28,0.0,0.0,0,1,0
24142,city_7,0.647,Male,Has relevent experience,no_enrollment,High School,STEM,5,2,Unknown,2,38,0.0,0.3333333333333333,0,0,0
9289,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,Pvt Ltd,0,60,1.0,0.0,0,1,0
6156,city_71,0.884,Male,No relevent experience,Full time course,High School,STEM,7,2,Unknown,0,110,0.0,0.0,0,1,0
17038,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,20,6,Pvt Ltd,1,25,0.0,0.047619047619047616,0,1,1
11788,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,3,Pvt Ltd,1,52,1.0,0.045454545454545456,0,1,1
6965,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,Unknown,1,68,0.0,0.1,0,1,0
33298,city_44,0.725,Male,No relevent experience,no_enrollment,Masters,STEM,21,0,Pvt Ltd,5,106,0.0,0.22727272727272727,0,0,1
16973,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,21,3,Pvt Ltd,2,18,0.0,0.09090909090909091,0,0,1
26959,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,7,Pvt Ltd,2,266,0.0,0.15384615384615385,0,0,1
7004,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,0,Pvt Ltd,1,316,0.0,0.3333333333333333,1,1,0
16223,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,Other,13,2,Pvt Ltd,4,136,0.0,0.2857142857142857,0,0,1
20457,city_115,0.789,Male,No relevent experience,no_enrollment,High School,STEM,2,2,Unknown,0,98,0.0,0.0,1,1,0
7110,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,3,Pvt Ltd,2,10,0.0,0.15384615384615385,0,0,1
2980,city_50,0.8959999999999999,Unknown,Has relevent experience,no_enrollment,Phd,STEM,11,3,Pvt Ltd,2,16,0.0,0.16666666666666666,0,0,1
19169,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,Pvt Ltd,5,142,1.0,0.38461538461538464,0,0,1
10487,city_89,0.925,Male,No relevent experience,no_enrollment,Graduate,STEM,10,4,Public Sector,1,32,0.0,0.09090909090909091,0,1,1
16676,city_67,0.855,Unknown,Has relevent experience,no_enrollment,Masters,STEM,6,5,Pvt Ltd,2,6,1.0,0.2857142857142857,0,0,0
12354,city_103,0.92,Unknown,No relevent experience,Full time course,Masters,STEM,7,2,Unknown,2,61,0.0,0.25,0,0,0
3023,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,5,Pvt Ltd,2,145,0.0,0.5,0,0,0
20201,city_128,0.527,Unknown,No relevent experience,Full time course,High School,STEM,1,2,Unknown,0,80,0.0,0.0,1,1,0
16227,city_46,0.762,Other,No relevent experience,no_enrollment,Graduate,STEM,8,2,Unknown,0,234,0.0,0.0,0,1,0
24045,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,3,NGO,1,136,1.0,0.25,0,1,0
7441,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,6,Pvt Ltd,4,51,0.0,0.18181818181818182,0,0,1
23010,city_149,0.6890000000000001,Unknown,No relevent experience,no_enrollment,High School,STEM,8,5,Pvt Ltd,1,102,0.0,0.1111111111111111,0,1,0
19697,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,0,7,Pvt Ltd,1,25,1.0,1.0,1,1,0
4890,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,2,Pvt Ltd,0,31,0.0,0.0,0,1,0
29138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,7,Pvt Ltd,1,48,0.0,0.045454545454545456,0,1,1
696,city_142,0.727,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Pvt Ltd,1,23,0.0,0.14285714285714285,0,1,0
18253,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3,Pvt Ltd,5,33,0.0,0.38461538461538464,0,0,1
20763,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,6,Pvt Ltd,5,24,0.0,0.5555555555555556,0,0,0
16768,city_100,0.887,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,0,Pvt Ltd,5,36,0.0,0.3333333333333333,0,0,1
31094,city_138,0.836,Male,Has relevent experience,Full time course,Graduate,STEM,3,2,Unknown,2,11,0.0,0.5,0,0,0
2820,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,Unknown,1,113,0.0,0.1,0,1,0
7422,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3,Pvt Ltd,2,58,1.0,0.2222222222222222,0,0,0
29791,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,21,0,Pvt Ltd,5,60,0.0,0.22727272727272727,0,0,1
22105,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,Unknown,3,7,0.0,0.3,0,0,0
866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,Unknown,2,22,1.0,0.2,0,0,0
28757,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Pvt Ltd,1,79,0.0,0.14285714285714285,0,1,0
12828,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,13,2,Public Sector,0,52,0.0,0.0,0,1,1
23027,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,5,2,Pvt Ltd,1,29,0.0,0.16666666666666666,0,1,0
22491,city_115,0.789,Unknown,No relevent experience,Full time course,Graduate,STEM,2,2,Unknown,1,23,1.0,0.3333333333333333,1,1,0
23932,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,5,Pvt Ltd,2,100,0.0,0.15384615384615385,0,0,1
19657,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,6,5,Public Sector,0,83,0.0,0.0,0,1,0
18122,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,21,7,Pvt Ltd,5,9,0.0,0.22727272727272727,0,0,1
4800,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,4,Pvt Ltd,0,4,1.0,0.0,0,1,1
4447,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,3,Pvt Ltd,5,69,1.0,0.45454545454545453,0,0,1
24299,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,2,Pvt Ltd,1,52,0.0,0.25,0,1,0
29923,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,2,Unknown,1,109,1.0,0.07142857142857142,0,1,1
7085,city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,7,Pvt Ltd,1,109,1.0,0.25,0,1,0
24212,city_145,0.555,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Pvt Ltd,5,55,1.0,0.7142857142857143,0,0,0
20375,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,1,Funded Startup,1,57,1.0,0.16666666666666666,0,1,0
9470,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,2,Pvt Ltd,1,24,0.0,0.3333333333333333,1,1,0
17240,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,4,Pvt Ltd,1,36,0.0,0.045454545454545456,0,1,1
18265,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,21,2,Unknown,5,89,1.0,0.22727272727272727,0,0,1
18444,city_114,0.926,Unknown,No relevent experience,Full time course,High School,STEM,4,2,Unknown,1,4,0.0,0.2,0,1,0
9053,city_180,0.698,Unknown,No relevent experience,Full time course,Graduate,STEM,1,2,Unknown,1,77,0.0,0.5,1,1,0
13086,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,3,Pvt Ltd,1,90,0.0,0.2,0,1,0
3950,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,6,2,Pvt Ltd,0,128,0.0,0.0,0,1,0
15694,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,21,5,Pvt Ltd,1,16,1.0,0.045454545454545456,0,1,1
28835,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,7,Pvt Ltd,1,44,1.0,0.25,0,1,0
2126,city_16,0.91,Male,Has relevent experience,no_enrollment,Primary School,STEM,14,3,Funded Startup,1,36,0.0,0.06666666666666667,0,1,1
26131,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,2,Unknown,1,34,0.0,0.2,0,1,0
30530,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,0,2,Unknown,1,36,1.0,1.0,1,1,0
9722,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,Unknown,2,55,1.0,0.125,0,0,1
8764,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3,Funded Startup,1,24,0.0,0.08333333333333333,0,1,1
19796,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,2,Unknown,2,160,0.0,0.13333333333333333,0,0,1
12380,city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,STEM,3,2,Unknown,0,45,0.0,0.0,0,1,0
13777,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,Pvt Ltd,1,22,0.0,0.07692307692307693,0,1,1
14597,city_102,0.804,Unknown,Has relevent experience,Full time course,Graduate,STEM,21,5,Pvt Ltd,1,68,0.0,0.045454545454545456,0,1,1
2499,city_57,0.866,Male,Has relevent experience,Part time course,Masters,STEM,11,5,Pvt Ltd,1,214,0.0,0.08333333333333333,0,1,1
16267,city_160,0.92,Unknown,No relevent experience,no_enrollment,High School,STEM,3,2,Unknown,0,4,0.0,0.0,0,1,0
6071,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,1,Pvt Ltd,1,258,0.0,0.25,0,1,0
12116,city_143,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,21,2,Unknown,5,35,0.0,0.22727272727272727,0,0,1
23990,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,5,Public Sector,1,22,0.0,0.2,0,1,0
20410,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,21,3,Pvt Ltd,2,33,0.0,0.09090909090909091,0,0,1
21368,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,3,Funded Startup,1,17,1.0,0.14285714285714285,0,1,0
5651,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,17,6,Pvt Ltd,5,41,0.0,0.2777777777777778,0,0,1
4314,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,STEM,2,6,Public Sector,2,82,0.0,0.6666666666666666,1,0,0
22570,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,4,4,Pvt Ltd,1,46,1.0,0.2,0,1,0
9127,city_136,0.897,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,4,Pvt Ltd,1,100,0.0,0.5,1,1,0
26228,city_107,0.518,Unknown,No relevent experience,Full time course,Phd,Other,21,7,Pvt Ltd,5,56,0.0,0.22727272727272727,0,0,1
10495,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,21,3,Funded Startup,1,34,0.0,0.045454545454545456,0,1,1
28128,city_45,0.89,Male,No relevent experience,Full time course,Masters,STEM,5,2,Unknown,1,49,0.0,0.16666666666666666,0,1,0
3612,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,21,5,Pvt Ltd,1,11,0.0,0.045454545454545456,0,1,1
4622,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,19,4,Unknown,0,16,0.0,0.0,0,1,1
19792,city_100,0.887,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,0,Early Stage Startup,1,107,0.0,0.16666666666666666,0,1,0
24066,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,0,Pvt Ltd,3,258,1.0,0.3,0,0,0
17195,city_45,0.89,Unknown,No relevent experience,no_enrollment,Masters,Humanities,4,7,Unknown,1,12,0.0,0.2,0,1,0
14166,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,Unknown,1,30,0.0,0.058823529411764705,0,1,1
918,city_30,0.698,Unknown,Has relevent experience,Part time course,Graduate,STEM,7,2,Pvt Ltd,2,12,0.0,0.25,0,0,0
22828,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,7,Unknown,2,17,0.0,0.18181818181818182,0,0,1
32041,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,2,Unknown,0,32,1.0,0.0,0,1,0
2339,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,17,2,Unknown,1,43,0.0,0.05555555555555555,0,1,1
8772,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,STEM,21,2,Unknown,4,44,0.0,0.18181818181818182,0,0,1
18302,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,3,Pvt Ltd,1,13,0.0,0.16666666666666666,0,1,0
4183,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,10,7,Pvt Ltd,1,55,0.0,0.09090909090909091,0,1,1
13751,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,0,Pvt Ltd,5,23,0.0,0.3333333333333333,0,0,1
20594,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,Unknown,1,70,0.0,0.1,0,1,0
31645,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,1,Funded Startup,1,61,0.0,0.1111111111111111,0,1,0
10658,city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,STEM,8,2,Unknown,5,116,1.0,0.5555555555555556,0,0,0
32157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,2,Unknown,0,116,1.0,0.0,0,1,1
22980,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,7,2,Unknown,1,56,1.0,0.125,0,1,0
14604,city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,21,2,Unknown,2,16,1.0,0.09090909090909091,0,0,1
4085,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,5,Pvt Ltd,5,9,0.0,0.22727272727272727,0,0,1
12939,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,5,32,0.0,0.22727272727272727,0,0,1
10539,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,1,Pvt Ltd,1,103,0.0,0.0625,0,1,1
30602,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,21,0,Pvt Ltd,0,20,0.0,0.0,0,1,1
10710,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,17,0,Pvt Ltd,1,113,0.0,0.05555555555555555,0,1,1
708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,13,1,Funded Startup,3,76,0.0,0.21428571428571427,0,0,1
28250,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,6,7,Pvt Ltd,1,4,0.0,0.14285714285714285,0,1,0
21615,city_101,0.5579999999999999,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,2,Unknown,1,70,0.0,0.2,0,1,0
29644,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4,Unknown,1,44,0.0,0.2,0,1,0
338,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,2,Unknown,2,45,1.0,0.2222222222222222,0,0,0
27732,city_46,0.762,Male,No relevent experience,Full time course,High School,STEM,2,2,Unknown,0,40,0.0,0.0,1,1,0
12560,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,3,Pvt Ltd,1,32,1.0,0.2,0,1,0
26363,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,5,35,1.0,0.22727272727272727,0,0,1
23180,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,7,Pvt Ltd,3,224,0.0,0.23076923076923078,0,0,1
20597,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1,Pvt Ltd,5,67,0.0,0.22727272727272727,0,0,1
20444,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,5,0,Pvt Ltd,1,66,0.0,0.16666666666666666,0,1,0
30699,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,5,2,Pvt Ltd,1,88,0.0,0.16666666666666666,0,1,0
14828,city_73,0.754,Male,Has relevent experience,Part time course,High School,STEM,7,0,Pvt Ltd,2,176,0.0,0.25,0,0,0
14018,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,12,2,Pvt Ltd,5,77,1.0,0.38461538461538464,0,0,1
5583,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,2,Unknown,1,8,0.0,0.05555555555555555,0,1,1
5880,city_64,0.6659999999999999,Female,Has relevent experience,Part time course,Graduate,STEM,5,0,Early Stage Startup,0,15,0.0,0.0,0,1,0
23019,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,Unknown,4,97,1.0,0.3076923076923077,0,0,1
20470,city_114,0.926,Unknown,No relevent experience,no_enrollment,Phd,STEM,21,7,Pvt Ltd,5,18,1.0,0.22727272727272727,0,0,1
27299,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,3,2,Unknown,0,25,1.0,0.0,0,1,0
3791,city_73,0.754,Unknown,Has relevent experience,Full time course,Masters,STEM,6,7,Public Sector,0,14,0.0,0.0,0,1,0
1552,city_75,0.939,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,3,NGO,1,42,0.0,0.125,0,1,0
20023,city_111,0.698,Unknown,Has relevent experience,Full time course,Graduate,STEM,7,4,NGO,1,8,0.0,0.125,0,1,0
4073,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,21,2,Unknown,1,28,0.0,0.045454545454545456,0,1,1
25663,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,2,Pvt Ltd,2,62,0.0,0.25,0,0,0
29585,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3,Pvt Ltd,1,48,0.0,0.2,0,1,0
31795,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,21,3,Pvt Ltd,1,20,0.0,0.045454545454545456,0,1,1
19763,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,7,Pvt Ltd,1,68,0.0,0.3333333333333333,1,1,0
11725,city_104,0.924,Unknown,Has relevent experience,Full time course,Graduate,STEM,11,2,Pvt Ltd,4,10,0.0,0.3333333333333333,0,0,1
8932,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3,Funded Startup,2,10,1.0,0.2222222222222222,0,0,0
16459,city_57,0.866,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,2,Pvt Ltd,5,66,0.0,0.3333333333333333,0,0,1
7383,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7,7,Pvt Ltd,1,41,0.0,0.125,0,1,0
26768,city_162,0.767,Unknown,Has relevent experience,Full time course,Primary School,STEM,2,2,Unknown,1,23,1.0,0.3333333333333333,1,1,0
3978,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,5,Pvt Ltd,5,110,0.0,0.22727272727272727,0,0,1
26408,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,2,Unknown,3,44,0.0,0.2,0,0,1
11429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,7,Pvt Ltd,5,29,0.0,0.2777777777777778,0,0,1
9832,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,21,2,Unknown,5,110,0.0,0.22727272727272727,0,0,1
13908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Unknown,5,76,1.0,0.7142857142857143,0,0,0
3324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,21,5,Public Sector,5,96,0.0,0.22727272727272727,0,0,1
19480,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,Pvt Ltd,4,106,0.0,0.36363636363636365,0,0,1
10645,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,21,3,Pvt Ltd,1,60,1.0,0.045454545454545456,0,1,1
23998,city_42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5,6,Pvt Ltd,1,119,1.0,0.16666666666666666,0,1,0
3442,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,Pvt Ltd,1,53,0.0,0.07142857142857142,0,1,1
29251,city_166,0.649,Unknown,Has relevent experience,Full time course,Graduate,STEM,5,0,Other,1,188,0.0,0.16666666666666666,0,1,0
24411,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,3,2,Pvt Ltd,3,11,0.0,0.75,0,0,0
359,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,7,Pvt Ltd,5,135,1.0,0.5,0,0,0
29507,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,Humanities,21,3,Pvt Ltd,5,61,0.0,0.22727272727272727,0,0,1
31324,city_128,0.527,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,3,Pvt Ltd,1,63,0.0,0.125,0,1,0
13971,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Public Sector,2,42,0.0,0.2857142857142857,0,0,0
15804,city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,2,2,Unknown,0,13,0.0,0.0,1,1,0
18199,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,2,Unknown,1,9,0.0,0.05,0,1,1
28486,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,3,2,Unknown,0,84,0.0,0.0,0,1,0
13932,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,Pvt Ltd,1,106,1.0,0.07142857142857142,0,1,1
28404,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,2,Unknown,2,28,0.0,0.6666666666666666,1,0,0
5802,city_97,0.925,Unknown,No relevent experience,no_enrollment,Primary School,STEM,9,2,Pvt Ltd,0,48,0.0,0.0,0,1,0
24609,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,2,Pvt Ltd,3,123,0.0,0.5,0,0,0
4155,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,21,5,Pvt Ltd,5,72,0.0,0.22727272727272727,0,0,1
13483,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,7,2,Unknown,2,56,0.0,0.25,0,0,0
12335,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,13,2,Unknown,0,17,0.0,0.0,0,1,1
